temperature,humidity,light,co2,humidityratio,class
20.65,22.245,0,452.5,0.003342323509344,2
20.64,22.236,0,454,0.00333889431704,2
20.6333333333333,22.26,0,453,0.003341136794956,2
20.7,22.29,0,454,0.003359511964797,2
20.675,22.2675,0,450,0.003350908877027,2
20.625,22.245,0,451.75,0.00333714932633,2
20.675,22.2675,0,450.25,0.003350908877027,2
20.625,22.2225,0,445,0.003333755831152,2
20.65,22.2675,0,446.25,0.003345722331107,2
20.6666666666667,22.26,0,450.666666666667,0.003348045120412,2
20.64,22.236,0,453.6,0.00333889431704,2
20.6333333333333,22.23,0,450.333333333333,0.00333660976027,2
20.65,22.245,0,445.5,0.003342323509344,2
20.65,22.245,0,443,0.003342323509344,2
20.65,22.245,0,449.25,0.003342323509344,2
20.6333333333333,22.23,0,454.666666666667,0.00333660976027,2
20.65,22.245,0,449,0.003342323509344,2
20.625,22.2225,0,448.5,0.003333755831152,2
20.6,22.2,0,449.6,0.003325205811899,2
20.6,22.2,0,454,0.003325205811899,2
20.6,22.2225,0,451.25,0.003328593988023,2
20.6,22.2,0,449.333333333333,0.003325205811899,2
20.6,22.2,0,446,0.003325205811899,2
20.6,22.2225,0,445.75,0.003328593988023,2
20.6,22.2,0,451.5,0.003325205811899,2
20.6,22.2,0,455.25,0.003325205811899,2
20.6,22.2,0,455.25,0.003325205811899,2
20.6333333333333,22.23,0,451.666666666667,0.00333660976027,2
20.6,22.2,0,451,0.003325205811899,2
20.6,22.2,0,448.75,0.003325205811899,2
20.6,22.2,0,445.75,0.003325205811899,2
20.6,22.2,0,444.75,0.003325205811899,2
20.6,22.2,0,446.333333333333,0.003325205811899,2
20.6,22.2,0,450,0.003325205811899,2
20.575,22.2225,0,446.5,0.003323439186864,2
20.6,22.2225,0,446.5,0.003328593988023,2
20.575,22.2675,0,447.75,0.003330205099058,2
20.58,22.254,0,449.6,0.0033292071835,2
20.6,22.23,0,451.666666666667,0.003329723388223,2
20.6,22.26,0,450,0.003334241029821,2
20.6,22.2,0,449.25,0.003325205811899,2
20.575,22.2,0,449.75,0.003320056285671,2
20.55,22.2675,0,453.75,0.003325046795968,2
20.6,22.2,0,453,0.003325205811899,2
20.6,22.2,0,450.5,0.003325205811899,2
20.5666666666667,22.23,0,447,0.003322849539557,2
20.575,22.2675,0,443.75,0.003330205099058,2
20.6,22.2,0,444.25,0.003325205811899,2
20.6,22.2675,0,451.5,0.00333537045042,2
20.6,22.218,0,448.4,0.003327916349861,2
20.6,22.2,0,449,0.003325205811899,2
20.6,22.26,0,449.333333333333,0.003334241029821,2
20.6,22.2,0,446.25,0.003325205811899,2
20.6,22.2,0,446.6,0.003325205811899,2
20.6,22.2,0,447.666666666667,0.003325205811899,2
20.6,22.2,0,447,0.003325205811899,2
20.6,22.2,0,446.75,0.003325205811899,2
20.6,22.2,0,449.333333333333,0.003325205811899,2
20.58,22.2,0,451.2,0.003321085628539,2
20.6,22.2,0,454,0.003325205811899,2
20.6,22.2,0,451,0.003325205811899,2
20.6,22.2,0,450.25,0.003325205811899,2
20.6,22.2225,0,450,0.003328593988023,2
20.6,22.2225,0,449,0.003328593988023,2
20.6,22.2,0,446,0.003325205811899,2
20.58,22.218,0,443.2,0.003323792790086,2
20.5666666666667,22.26,0,443.333333333333,0.003327357805356,2
20.6,22.2,0,448,0.003325205811899,2
20.6,22.2675,0,454,0.00333537045042,2
20.6,22.29,0,451.5,0.003338758736694,2
20.6,22.29,0,451.333333333333,0.003338758736694,2
20.55,22.29,0,447,0.003328424538982,2
20.55,22.29,0,448.5,0.003328424538982,2
20.525,22.2225,0,450.5,0.003313150677398,2
20.575,22.29,0,446.5,0.00333358811006,2
20.6,22.29,0,447.333333333333,0.003338758736694,2
20.575,22.29,0,453.5,0.00333358811006,2
20.5666666666667,22.29,0,451.333333333333,0.003331866136159,2
20.58,22.254,0,449.4,0.0033292071835,2
20.5333333333333,22.26,0,453.666666666667,0.003320487101931,2
20.575,22.2,0,448.25,0.003320056285671,2
20.575,22.29,0,452,0.00333358811006,2
20.525,22.2675,0,452.666666666667,0.003319895532874,2
20.6,22.2,0,454.666666666667,0.003325205811899,2
20.6,22.254,0,453.2,0.00333333749628,2
20.56,22.29,0,447.6,0.003330489121277,2
20.6,22.29,0,447.666666666667,0.003338758736694,2
20.55,22.29,0,448,0.003328424538982,2
20.55,22.29,0,451,0.003328424538982,2
20.6,22.29,0,451,0.003338758736694,2
20.525,22.2675,0,451,0.003319895532874,2
20.525,22.29,0,449.75,0.003323268015176,2
20.52,22.29,0,453,0.003322237555359,2
20.5,22.2675,0,453.5,0.003314751301506,2
20.5,22.29,0,452.333333333333,0.003318118530364,2
20.525,22.29,0,452,0.003323268015176,2
20.6,22.26,0,450.666666666667,0.003334241029821,2
20.5,22.2,0,449.5,0.003304649832513,2
20.6,22.2225,0,449.75,0.003328593988023,2
20.56,22.2,0,449,0.003316969943144,2
20.6,22.2,0,451.333333333333,0.003325205811899,2
20.5666666666667,22.2,0,449,0.003318341338763,2
20.5666666666667,22.2,0,448,0.003318341338763,2
20.575,22.2,0,443.25,0.003320056285671,2
20.55,22.245,0,446.5,0.003321669089444,2
20.6,22.245,0,448.75,0.003331982200863,2
20.6,22.2225,0,451,0.003328593988023,2
20.6,22.2,0,451.5,0.003325205811899,2
20.5666666666667,22.2,0,455,0.003318341338763,2
20.6,22.2,0,451.6,0.003325205811899,2
20.6,22.2,0,452.666666666667,0.003325205811899,2
20.6,22.14,0,448.2,0.003316170855066,2
20.6,22.125,0,445.75,0.003313912156651,2
20.6,22.1,0,446.666666666667,0.003310147695554,2
20.6,22.1,0,446.333333333333,0.003310147695554,2
20.6,22.125,0,444.75,0.003313912156651,2
20.6,22.1,0,444.5,0.003310147695554,2
20.58,22.14,0,446,0.003312061926001,2
20.5666666666667,22.1333333333333,0,443.333333333333,0.003308323347498,2
20.6,22.1,0,447,0.003310147695554,2
20.5666666666667,22.1,0,446,0.003303314472235,2
20.6,22.15,0,445.25,0.003317676663074,2
20.575,22.125,0,442,0.003308780212704,2
20.575,22.1,0,443,0.003305021612085,2
20.6,22.1,0,443,0.003310147695554,2
20.6,22.1,0,446.333333333333,0.003310147695554,2
20.6,22.1333333333333,0,449,0.003315166987089,2
20.6,22.125,0,445.25,0.003313912156651,2
20.6,22.1,0,441.25,0.003310147695554,2
20.575,22.175,0,441.75,0.003316297549496,2
20.575,22.175,0,441.5,0.003316297549496,2
20.6,22.1333333333333,0,445,0.003315166987089,2
20.575,22.125,0,446,0.003308780212704,2
20.55,22.2,0,442.5,0.003314913785863,2
20.5666666666667,22.2,0,445,0.003318341338763,2
20.525,22.2,0,443.5,0.003309778304224,2
20.56,22.2,0,443,0.003316969943144,2
20.6,22.2,0,444.333333333333,0.003325205811899,2
20.5333333333333,22.2,0,443.666666666667,0.00331148935215,2
20.58,22.2,0,443.4,0.003321085628539,2
20.6,22.2,0,447,0.003325205811899,2
20.6,22.2,0,446.25,0.003325205811899,2
20.56,22.2,0,445.6,0.003316969943144,2
20.55,22.2,0,448.5,0.003314913785863,2
20.6,22.2,0,443.666666666667,0.003325205811899,2
20.58,22.2,0,444.4,0.003321085628539,2
20.6,22.2,0,444.333333333333,0.003325205811899,2
20.575,22.2,0,443.5,0.003320056285671,2
20.5666666666667,22.23,0,451,0.003322849539557,2
20.575,22.2675,0,444.5,0.003330205099058,2
20.6,22.2225,0,443,0.003328593988023,2
20.5333333333333,22.2,0,445.666666666667,0.00331148935215,2
20.56,22.2,0,447.8,0.003316969943144,2
20.6,22.2,0,445,0.003325205811899,2
20.575,22.2,0,442.5,0.003320056285671,2
20.525,22.245,0,446.75,0.003316523086948,2
20.525,22.2675,0,442.75,0.003319895532874,2
20.5,22.29,0,441.333333333333,0.003318118530364,2
20.525,22.29,0,443.75,0.003323268015176,2
20.5,22.29,0,441.25,0.003318118530364,2
20.5,22.29,0,440.25,0.003318118530364,2
20.5,22.29,0,441.5,0.003318118530364,2
20.5,22.29,0,439.333333333333,0.003318118530364,2
20.5,22.29,0,439,0.003318118530364,2
20.5,22.29,0,445.333333333333,0.003318118530364,2
20.5,22.29,0,443.5,0.003318118530364,2
20.5,22.29,0,439.8,0.003318118530364,2
20.5,22.29,0,438.25,0.003318118530364,2
20.5,22.29,0,443,0.003318118530364,2
20.5,22.29,0,440.75,0.003318118530364,2
20.5,22.29,0,438.2,0.003318118530364,2
20.5,22.29,0,441.333333333333,0.003318118530364,2
20.5,22.29,0,438.25,0.003318118530364,2
20.5,22.29,0,436.5,0.003318118530364,2
20.5,22.29,0,439.333333333333,0.003318118530364,2
20.5,22.29,0,439.75,0.003318118530364,2
20.5,22.29,0,439.75,0.003318118530364,2
20.5,22.29,0,441.166666666667,0.003318118530364,2
20.5,22.29,0,441.666666666667,0.003318118530364,2
20.5,22.29,0,438.5,0.003318118530364,2
20.5,22.29,0,439.75,0.003318118530364,2
20.5,22.29,0,438.2,0.003318118530364,2
20.5,22.29,0,438.666666666667,0.003318118530364,2
20.5,22.315,0,442,0.003321859938294,2
20.5,22.39,0,447.75,0.003333084430715,2
20.5,22.3566666666667,0,442.333333333333,0.003328095717669,2
20.5,22.365,0,442.25,0.003329342888468,2
20.5,22.39,0,445.75,0.003333084430715,2
20.5,22.365,0,441.5,0.003329342888468,2
20.5,22.39,0,437.25,0.003333084430715,2
20.5,22.39,0,439,0.003333084430715,2
20.5,22.29,0,436.5,0.003318118530364,2
20.5,22.3233333333333,0,432.5,0.003323107084219,2
20.5,22.315,0,427.5,0.003321859938294,2
20.5,22.315,0,437.5,0.003321859938294,2
20.5,22.3566666666667,0,436.666666666667,0.003328095717669,2
20.5,22.39,0,435,0.003333084430715,2
20.5,22.39,0,437,0.003333084430715,2
20.5,22.39,0,438.666666666667,0.003333084430715,2
20.5,22.39,0,440.5,0.003333084430715,2
20.5,22.34,0,442.75,0.003325601390995,2
20.5,22.37,0,438,0.003330091193336,2
20.5,22.39,0,436.25,0.003333084430715,2
20.4633333333333,22.3566666666667,0,441.333333333333,0.003320533063564,2
20.5,22.39,0,441,0.003333084430715,2
20.5,22.315,0,437,0.003321859938294,2
20.5,22.37,0,435.2,0.003330091193336,2
20.5,22.3566666666667,0,433.333333333333,0.003328095717669,2
20.5,22.39,0,435,0.003333084430715,2
20.5,22.34,0,433.8,0.003325601390995,2
20.5,22.39,0,435.333333333333,0.003333084430715,2
20.5,22.39,0,437.25,0.003333084430715,2
20.5,22.39,0,434.4,0.003333084430715,2
20.5,22.39,0,431.75,0.003333084430715,2
20.5,22.39,0,437.333333333333,0.003333084430715,2
20.5,22.39,0,439.666666666667,0.003333084430715,2
20.478,22.37,0,435.6,0.003325549045893,2
20.456,22.35,0,433,0.003318027352348,2
20.478,22.392,0,432.6,0.00332883709372,2
20.5,22.39,0,435.75,0.003333084430715,2
20.4266666666667,22.3233333333333,0,436,0.003308019689135,2
20.5,22.39,0,434.5,0.003333084430715,2
20.478,22.392,0,435.4,0.00332883709372,2
20.4266666666667,22.3233333333333,0,437.333333333333,0.003308019689135,2
20.4175,22.3925,0,430.75,0.003316436378516,2
20.456,22.414,0,439.2,0.003327579468767,2
20.4725,22.39,0,441.5,0.003327402469845,2
20.4633333333333,22.3933333333333,0,445.666666666667,0.003326008116153,2
20.5,22.39,0,443.25,0.003333084430715,2
20.4175,22.3425,0,438.25,0.003308991744012,2
20.4633333333333,22.4633333333333,0,437,0.003336460755513,2
20.478,22.478,0,429.8,0.003341690703372,2
20.5,22.456,0,431.2,0.003342962317378,2
20.5,22.412,0,435.8,0.003336377024929,2
20.4725,22.3925,0,435.75,0.003327775985307,2
20.445,22.34,0,434.25,0.003314271633288,2
20.5,22.434,0,434.6,0.003339669653816,2
20.5,22.39,0,434,0.003333084430715,2
20.5,22.39,0,433.5,0.003333084430715,2
20.5,22.39,0,434.666666666667,0.003333084430715,2
20.5,22.39,0,437.5,0.003333084430715,2
20.5,22.39,0,438.5,0.003333084430715,2
20.5,22.4266666666667,0,436.666666666667,0.003338572107001,2
20.5,22.445,0,431.166666666667,0.003341315981263,2
20.5,22.39,0,436,0.003333084430715,2
20.4725,22.3925,0,438.25,0.003327775985307,2
20.5,22.4633333333333,0,439,0.003344059879604,2
20.5,22.456,0,436.6,0.003342962317378,2
20.5,22.39,0,432.666666666667,0.003333084430715,2
20.5,22.39,0,433.25,0.003333084430715,2
20.4725,22.39,0,433.5,0.003327402469845,2
20.4725,22.4175,0,435.75,0.003331511164471,2
20.5,22.5,0,436,0.003349547748525,2
20.5,22.478,0,430.8,0.003346255015614,2
20.434,22.412,0,435.4,0.003322741127065,2
20.4175,22.34,0,433.5,0.003308619516939,2
20.39,22.39,0,429.75,0.003310407754129,2
20.39,22.39,0,430,0.003310407754129,2
20.39,22.39,0,433,0.003310407754129,2
20.39,22.39,0,436.25,0.003310407754129,2
20.39,22.39,0,433.5,0.003310407754129,2
20.39,22.5,0,434.25,0.003326758467693,2
20.39,22.4633333333333,0,430.333333333333,0.00332130813483,2
20.39,22.5,0,429.6,0.003326758467693,2
20.39,22.5,0,433.5,0.003326758467693,2
20.39,22.5,0,435.6,0.003326758467693,2
20.39,22.5,0,434.666666666667,0.003326758467693,2
20.39,22.5,0,432.333333333333,0.003326758467693,2
20.39,22.5,0,438,0.003326758467693,2
20.39,22.5,0,436.5,0.003326758467693,2
20.39,22.5,0,440.75,0.003326758467693,2
20.39,22.5,0,438,0.003326758467693,2
20.39,22.5,0,434.75,0.003326758467693,2
20.39,22.5,0,434.75,0.003326758467693,2
20.39,22.5,0,435.666666666667,0.003326758467693,2
20.39,22.5,0,434,0.003326758467693,2
20.35,22.5,0,429.2,0.00331850539059,2
20.39,22.5,0,431.5,0.003326758467693,2
20.39,22.5,0,430,0.003326758467693,2
20.39,22.5,0,434,0.003326758467693,2
20.39,22.5,0,434.25,0.003326758467693,2
20.39,22.5,0,432.4,0.003326758467693,2
20.39,22.4633333333333,0,434.333333333333,0.00332130813483,2
20.39,22.5,0,436.4,0.003326758467693,2
20.39,22.5,0,435.75,0.003326758467693,2
20.39,22.5,0,435.2,0.003326758467693,2
20.39,22.5,0,436.75,0.003326758467693,2
20.39,22.5,0,438.25,0.003326758467693,2
20.39,22.5,0,438.75,0.003326758467693,2
20.39,22.4725,0,437.5,0.003322670709139,2
20.39,22.4633333333333,0,439.333333333333,0.00332130813483,2
20.39,22.5,0,437.5,0.003326758467693,2
20.39,22.5,0,433.6,0.003326758467693,2
20.39,22.5,0,431.333333333333,0.003326758467693,2
20.39,22.5,0,434.8,0.003326758467693,2
20.39,22.4633333333333,0,433.333333333333,0.00332130813483,2
20.39,22.4725,0,433.8,0.003322670709139,2
20.39,22.5,0,436.5,0.003326758467693,2
20.39,22.5,0,434,0.003326758467693,2
20.39,22.4725,0,433.75,0.003322670709139,2
20.39,22.445,0,435.5,0.003318583004027,2
20.39,22.4266666666667,0,434.333333333333,0.003315857896976,2
20.39,22.5,0,431.75,0.003326758467693,2
20.39,22.5,0,431.5,0.003326758467693,2
20.39,22.5,0,432.5,0.003326758467693,2
20.39,22.456,0,435.4,0.003320218079659,2
20.39,22.5,0,436.666666666667,0.003326758467693,2
20.39,22.5,0,432.6,0.003326758467693,2
20.39,22.4633333333333,0,433,0.00332130813483,2
20.39,22.445,0,431.5,0.003318583004027,2
20.39,22.5,0,431.8,0.003326758467693,2
20.39,22.5,0,439.666666666667,0.003326758467693,2
20.39,22.5,0,436.666666666667,0.003326758467693,2
20.39,22.5,0,439,0.003326758467693,2
20.39,22.5,0,436.25,0.003326758467693,2
20.39,22.5,0,435.8,0.003326758467693,2
20.39,22.4266666666667,0,438.333333333333,0.003315857896976,2
20.39,22.4725,0,436,0.003322670709139,2
20.39,22.5,0,433.666666666667,0.003326758467693,2
20.39,22.5,0,432.25,0.003326758467693,2
20.39,22.5,0,433.5,0.003326758467693,2
20.39,22.5,0,436.25,0.003326758467693,2
20.39,22.5,0,435,0.003326758467693,2
20.39,22.5,0,433.75,0.003326758467693,2
20.39,22.5,0,440.666666666667,0.003326758467693,2
20.39,22.5,0,441.2,0.003326758467693,2
20.39,22.5,0,435.25,0.003326758467693,2
20.39,22.5,0,437.25,0.003326758467693,2
20.39,22.5,0,435.5,0.003326758467693,2
20.39,22.5,0,439.75,0.003326758467693,2
20.39,22.5,0,438,0.003326758467693,2
20.39,22.5,0,435.25,0.003326758467693,2
20.39,22.5,0,434.2,0.003326758467693,2
20.39,22.5,0,435,0.003326758467693,2
20.365,22.5,0,436.5,0.003321598178112,2
20.39,22.5,0,434,0.003326758467693,2
20.39,22.5,0,435.25,0.003326758467693,2
20.39,22.5,0,432.75,0.003326758467693,2
20.39,22.5,0,432,0.003326758467693,2
20.39,22.5,0,432,0.003326758467693,2
20.39,22.5,0,431.5,0.003326758467693,2
20.39,22.5,0,435,0.003326758467693,2
20.39,22.5,0,437.666666666667,0.003326758467693,2
20.39,22.5,0,437.333333333333,0.003326758467693,2
20.365,22.5,0,438,0.003321598178112,2
20.365,22.5,0,434.25,0.003321598178112,2
20.34,22.575,0,435.75,0.003327558899298,2
20.315,22.6,0,433.25,0.003326094331924,2
20.315,22.6,0,434.75,0.003326094331924,2
20.3566666666667,22.6,0,439,0.003334713775852,2
20.34,22.6,0,439.25,0.003331263639501,2
20.365,22.575,0,438.5,0.003332729496735,2
20.29,22.6,0,437.6,0.00332093209328,2
20.29,22.6,0,434.5,0.00332093209328,2
20.29,22.6,0,435.5,0.00332093209328,2
20.3233333333333,22.6,0,436,0.003327816648601,2
20.29,22.6,0,435.2,0.00332093209328,2
20.3233333333333,22.6,0,433.666666666667,0.003327816648601,2
20.29,22.6,0,434.25,0.00332093209328,2
20.29,22.625,0,440.5,0.003324625326315,2
20.29,22.6333333333333,0,440.666666666667,0.003325856413688,2
20.29,22.675,0,438,0.003332011923264,2
20.29,22.7,0,433.8,0.003335705287178,2
20.29,22.7,0,435,0.003335705287178,2
20.29,22.7,0,434.75,0.003335705287178,2
20.29,22.7,0,437.333333333333,0.003335705287178,2
20.29,22.7,0,439.5,0.003335705287178,2
20.29,22.65,0,432.75,0.003328318602976,2
20.29,22.6,0,435,0.00332093209328,2
20.29,22.7,0,436.5,0.003335705287178,2
20.29,22.675,0,434.666666666667,0.003332011923264,2
20.29,22.7,0,436,0.003335705287178,2
20.29,22.7,0,441.5,0.003335705287178,2
20.29,22.7,0,436,0.003335705287178,2
20.29,22.675,0,435.75,0.003332011923264,2
20.29,22.65,0,431,0.003328318602976,2
20.29,22.7,0,434,0.003335705287178,2
20.29,22.7,0,436,0.003335705287178,2
20.29,22.7,0,436.5,0.003335705287178,2
20.29,22.7,0,436.5,0.003335705287178,2
20.29,22.7,0,436.25,0.003335705287178,2
20.29,22.7,0,437.666666666667,0.003335705287178,2
20.29,22.7,0,432.25,0.003335705287178,2
20.29,22.7,0,429.333333333333,0.003335705287178,2
20.29,22.7,0,432.25,0.003335705287178,2
20.272,22.68,0,437,0.003329024871017,2
20.26,22.6666666666667,0,433.333333333333,0.003324577003406,2
20.29,22.7,0,427.6,0.003335705287178,2
20.29,22.7,0,436,0.003335705287178,2
20.29,22.7,0,436.333333333333,0.003335705287178,2
20.29,22.7,0,435.25,0.003335705287178,2
20.29,22.7,0,436.25,0.003335705287178,2
20.29,22.7,0,434.25,0.003335705287178,2
20.29,22.7225,0,436,0.003339029352004,2
20.2675,22.7,0,434.5,0.003331044558527,2
20.26,22.76,0,435.666666666667,0.003338339910772,2
20.29,22.7,0,433,0.003335705287178,2
20.29,22.7,0,428.25,0.003335705287178,2
20.29,22.7,0,434.2,0.003335705287178,2
20.2675,22.675,0,437,0.003327356382529,2
20.2675,22.72,0,433.666666666667,0.00333399513065,2
20.29,22.76,0,434,0.003344569538578,2
20.29,22.772,0,439.6,0.003346342419015,2
20.29,22.79,0,435.666666666667,0.003349001758518,2
20.29,22.7675,0,431,0.003345677587673,2
20.29,22.76,0,433.333333333333,0.003344569538578,2
20.29,22.7,0,434.5,0.003335705287178,2
20.29,22.7,0,435,0.003335705287178,2
20.29,22.7,0,437.75,0.003335705287178,2
20.29,22.79,0,438.333333333333,0.003349001758518,2
20.29,22.7225,0,438,0.003339029352004,2
20.29,22.7,0,431.75,0.003335705287178,2
20.29,22.7675,0,432.75,0.003345677587673,2
20.29,22.7225,0,431.25,0.003339029352004,2
20.29,22.7,0,437.25,0.003335705287178,2
20.3233333333333,22.7,0,434.333333333333,0.003342620632211,2
20.365,22.7,0,429.5,0.003351282575124,2
20.39,22.7,0,430,0.00335648922862,2
20.39,22.7,0,434,0.00335648922862,2
20.39,22.7,0,437.75,0.00335648922862,2
20.39,22.7,0,434.666666666667,0.00335648922862,2
20.39,22.7,0,431.75,0.00335648922862,2
20.39,22.65,0,437.5,0.003349056273355,2
20.39,22.68,0,433.8,0.003353516025311,2
20.39,22.7,0,435.8,0.00335648922862,2
20.39,22.7,0,437.666666666667,0.00335648922862,2
20.39,22.7,0,434.25,0.00335648922862,2
20.39,22.675,0,433,0.003352772728901,2
20.39,22.7,0,436.25,0.00335648922862,2
20.37,22.7,0,436.8,0.003352323336141,2
20.3233333333333,22.7,0,438,0.003342620632211,2
20.29,22.7225,0,438.75,0.003339029352004,2
20.29,22.745,0,439.5,0.003342353452169,2
20.29,22.79,0,441.25,0.003349001758518,2
20.29,22.79,0,432,0.003349001758518,2
20.29,22.79,0,431.666666666667,0.003349001758518,2
20.29,22.79,0,435,0.003349001758518,2
20.29,22.79,0,435.75,0.003349001758518,2
20.26,22.79,0,436.333333333333,0.003342763831087,2
20.29,22.84,0,436,0.003356388931371,2
20.2675,22.84,0,439.25,0.003351699148131,2
20.245,22.815,0,435,0.003343331902485,2
20.236,22.83,0,431.4,0.003343670680608,2
20.29,22.89,0,435.333333333333,0.003363776278753,2
20.2,22.79,0,439.666666666667,0.003330318682458,2
20.218,22.81,0,431.4,0.003336989516962,2
20.245,22.84,0,431,0.003347015139992,2
20.2,22.79,0,431.75,0.003330318682458,2
20.245,22.84,0,437.75,0.003347015139992,2
20.2675,22.865,0,436.75,0.003355387611283,2
20.2,22.79,0,432,0.003330318682458,2
20.2225,22.815,0,433.25,0.003338658839,2
20.2,22.79,0,434.5,0.003330318682458,2
20.2,22.79,0,436.5,0.003330318682458,2
20.2225,22.815,0,438.25,0.003338658839,2
20.2,22.79,0,439,0.003330318682458,2
20.2,22.815,0,441.2,0.003333991531925,2
20.2225,22.8675,0,435.25,0.003346382818823,2
20.2,22.89,0,433.75,0.003345010339196,2
20.2,22.89,0,439.25,0.003345010339196,2
20.2,22.89,0,442,0.003345010339196,2
20.2,22.89,0,445.333333333333,0.003345010339196,2
20.2,22.89,0,440.6,0.003345010339196,2
20.2,22.89,0,440.666666666667,0.003345010339196,2
20.236,22.83,0,440.2,0.003343670680608,2
20.29,22.84,0,439.5,0.003356388931371,2
20.29,22.79,0,441.666666666667,0.003349001758518,2
20.29,22.79,0,440.5,0.003349001758518,2
20.29,22.79,0,437,0.003349001758518,2
20.29,22.79,0,439,0.003349001758518,2
20.29,22.79,0,438.5,0.003349001758518,2
20.29,22.79,0,438.5,0.003349001758518,2
20.315,22.79,0,440.25,0.003354207864233,2
20.3566666666667,22.7,0,445,0.003349548606077,2
20.34,22.745,0,442.75,0.003352751998369,2
20.34,22.7225,0,439.75,0.003349417501054,2
20.315,22.7675,0,434.5,0.003350878498193,2
20.315,22.7675,0,437.5,0.003350878498193,2
20.29,22.79,0,440,0.003349001758518,2
20.29,22.79,0,438,0.003349001758518,2
20.29,22.79,217.2,441.6,0.003349001758518,1
20.29,22.8566666666667,413.666666666667,442.666666666667,0.003358851361106,1
20.29,22.956,433,445.6,0.003373527844548,1
20.29,23,419,453,0.003380029057369,2
20.315,23.1,419,459.25,0.003400082738946,2
20.29,23.2,419,470.4,0.003409581728402,2
20.31,23.2,416.2,466,0.003413821782217,2
20.31,23.2,415,470.8,0.003413821782217,1
20.33,23.2,412.2,476.6,0.003418066481979,1
20.39,23.2,412.2,473,0.003430828500796,1
20.365,23.245,413.5,473,0.003432186862446,1
20.39,23.34,403.5,479.75,0.003451646664321,1
20.39,23.434,397.4,494.2,0.0034656253518,1
20.39,23.5,399.5,498.75,0.003475440548306,1
20.39,23.66,397.4,501,0.003499236242729,1
20.39,23.7,398.333333333333,507,0.003505185449239,1
20.39,23.7,399.5,518,0.003505185449239,1
20.445,23.8175,403,520,0.003534713180777,1
20.5,23.89,407.666666666667,523.666666666667,0.003557658930717,1
20.5,23.978,412.2,525.2,0.003570838977261,1
20.5,24.0333333333333,413,531.333333333333,0.003579126715178,1
20.5,24.1,414,538,0.003589112233256,1
20.5,24.1,412.2,536.4,0.003589112233256,1
20.5,24.1,413,538.333333333333,0.003589112233256,1
20.5,24.18,412.2,541,0.003601095275746,1
20.52,24.236,407.4,549.6,0.003613966487028,1
20.5,24.3233333333333,407,555.166666666667,0.003622566041644,1
20.5,24.39,405,561.5,0.003632552946542,1
20.5,24.39,405,569,0.003632552946542,1
20.56,24.39,405,568.2,0.003646102645367,1
20.55,24.39,412,572,0.003643841273038,1
20.55,24.39,416.666666666667,573.166666666667,0.003643841273038,1
20.58,24.39,419,583,0.003650629101717,1
20.6,24.39,419,585,0.003655160510878,1
20.6666666666667,24.39,419,584.666666666667,0.003670301038382,1
20.7,24.37,419,584.8,0.003674858292495,1
20.7,24.39,419,591.4,0.00367789201245,1
20.7,24.39,419,594.333333333333,0.00367789201245,1
20.7,24.39,419,600.5,0.00367789201245,1
20.736,24.39,419,601.4,0.003686105805468,1
20.73,24.39,419,606,0.003684735718104,1
20.7,24.5,419,608.75,0.003694577998086,1
20.754,24.5,419,616.8,0.003706961003702,1
20.79,24.5,419,624.2,0.003715236652524,1
20.772,24.52,419,625.6,0.003714144351248,1
20.7675,24.6,419,628.75,0.003725296273337,1
20.754,24.66,419,635.2,0.003731314954311,1
20.772,24.7,419,640.8,0.00374157369665,1
20.79,24.7,421.8,642.4,0.003745747756103,1
20.79,24.7,422.5,643.25,0.003745747756103,1
20.79,24.736,427.4,643.6,0.003751240070755,1
20.79,24.79,433,645.25,0.003759478723513,1
20.775,24.79,433,652.666666666667,0.003755987227288,1
20.79,24.79,433,658,0.003759478723513,1
20.79,24.79,433,665.5,0.003759478723513,1
20.79,24.79,433,666.333333333333,0.003759478723513,1
20.79,24.79,433,666.5,0.003759478723513,1
20.79,24.79,433,668.2,0.003759478723513,1
20.79,24.79,433,668,0.003759478723513,1
20.79,24.79,433,672.666666666667,0.003759478723513,1
20.79,24.79,433,672.75,0.003759478723513,1
20.79,24.79,433,679.2,0.003759478723513,1
20.815,24.815,433,683.5,0.003769124453188,1
20.79,24.79,440,688.5,0.003759478723513,1
20.84,24.84,434.5,686,0.003778790094666,1
20.79,24.79,435.5,689.75,0.003759478723513,1
20.89,24.89,443.4,700,0.003798181251197,1
20.83,24.83,439.8,697.6,0.00377492144645,1
20.87,24.87,439.8,695.8,0.003790415196638,1
20.89,24.8733333333333,441,697.333333333333,0.003795622419777,1
20.89,24.89,442.5,701.25,0.003798181251197,1
20.8733333333333,24.84,441,700.666666666667,0.003786596359001,1
20.8733333333333,24.775,441,694.833333333333,0.003776627631331,1
20.89,24.84,442.5,709.75,0.003790504819713,1
20.89,24.8566666666667,435,715,0.003793063609282,1
20.89,24.8233333333333,435,715.833333333333,0.003787946051069,1
20.89,24.79,429,713.8,0.003782828576555,1
20.9266666666667,24.79,429,709,0.003791422167179,1
20.89,24.85,429,716.2,0.003792040090944,1
20.89,24.89,429,716.166666666667,0.003798181251197,1
20.89,24.945,432.75,725,0.003806625543353,1
20.89,24.9175,429,725,0.003802403368789,1
20.89,24.978,435,727.6,0.003811692228034,1
20.89,25,435,729.4,0.003815070063401,1
20.89,25,441,730.8,0.003815070063401,1
